,,,Current Location,,,,,Displacement Dynamics,,,,,,,Priority Need,Shelter Details (# of HHs),,,,,,,,,,,,,
IDPs,2019-09-12,2019-09-16,Al Dhale'e,Al Azariq,Al Azariq_2,Habeel Al-Salb,2,Taizz,Mawiyah,ODOG,2019-09-11,Conflict,??? ?? ?????,Rapid Onset Displacement,8. Household Items (NFI),0,0,0,0,0,0,0,1,1,0,0,,,
IDPs,2019-09-12,2019-09-16,Ibb,Ar Radmah,Kahlan,Harf Al-Amri,1,Aden,Ash Shaikh Outhman,ODOG,2019-09-11,Conflict,???? ???? ,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-12,2019-09-16,Ibb,Ar Radmah,Shayzar,Al-Mansourah,1,Aden,Al Buraiqeh,ODOG,2019-09-11,Conflict,???? ????,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-12,2019-09-16,Ibb,Ar Radmah,Shayzar,Al-Mansourah,1,Aden,Khur Maksar,ODOG,2019-09-11,Conflict,???? ????,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-18,2019-09-18,Shabwah,Mayfa'a,Mayfa'A_1,Al-Hawtah,3,Aden,Khur Maksar,ODOG,2019-09-11,Conflict,War Of Aden ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,3,0,0,,,
IDPs,2019-09-09,2019-09-16,Al Dhale'e,Al Azariq,Al Azariq_4,Al-Hamra'a,6,Al Dhale'e,Ad Dhale'e,ODSG,2019-09-12,Conflict,??? ?? ??????,Rapid Onset Displacement,8. Household Items (NFI),0,0,0,0,0,0,0,1,4,1,0,,,
IDPs,2019-09-09,2019-09-16,Al Dhale'e,Al Azariq,Al Azariq_4,Tawrasah,3,Taizz,Mawiyah,ODOG,2019-09-12,Conflict,??? ?? ????? ,Rapid Onset Displacement,8. Household Items (NFI),0,0,0,0,0,0,0,0,2,1,0,,,
IDPs,2019-09-10,2019-09-16,Hajjah,Bani Qa'is,Rubue Hafaj,Hawsan,3,Hajjah,Abs,ODSG,2019-09-12,Conflict,Displacement due to war,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,3,0,0,0,0,,,
IDPs,2019-09-10,2019-09-16,Hajjah,Bani Qa'is,Rubue Hafaj,Bani Abo Al-Kheir,1,Hajjah,Abs,ODSG,2019-09-12,Conflict,Displacement due to war,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,1,0,0,0,0,,,
IDPs,2019-09-11,2019-09-16,Amran,Amran,Eimran,Amran,5,Al Hudaydah,Az Zuhrah,ODOG,2019-09-12,Conflict,????? ?? ???????,Rapid Onset Displacement,7. Access to income,0,0,0,0,0,0,0,5,0,0,0,,,
IDPs,2019-09-11,2019-09-16,Amran,Amran,Eimran,Amran,2,Taizz,Al Mudhaffar,ODOG,2019-09-12,Conflict,????? ?? ???,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,2,0,0,0,,,
IDPs,2019-09-11,2019-09-16,Amran,Amran,Eimran,Amran,3,Hajjah,Haradh,ODOG,2019-09-12,Conflict,????? ?? ???,Rapid Onset Displacement,7. Access to income,0,0,0,0,0,0,0,3,0,0,0,,,
IDPs,2019-09-11,2019-09-16,Amran,Amran,Eimran,Amran,3,Hajjah,Abs,ODOG,2019-09-12,Conflict,????? ?? ???,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,2,0,0,1,,,
IDPs,2019-09-12,2019-09-15,Abyan,Zingibar,Zingibar_1,Mujama Jawlat Zunjbar,3,Al Hudaydah,Bayt Al Faqiah,ODOG,2019-09-12,Conflict,??? ?? ??????? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,3,0,0,,20190908 - 20190915,D10003
IDPs,2019-09-12,2019-09-15,Abyan,Zingibar,Zingibar_1,Mujama Jawlat Zunjbar,2,Taizz,Al Mudhaffar,ODOG,2019-09-12,Conflict,??? ?? ??? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,2,0,0,0,,20190908 - 20190915,D10004
IDPs,2019-09-12,2019-09-15,Taizz,Jabal Habashy,Alqihaf,Wadi Macsab,1,Al Maharah,Sayhut,ODOG,2019-09-12,Conflict,???? ???????? ????? ??????,Rapid Onset Displacement,8. Household Items (NFI),0,0,0,0,0,0,0,0,1,0,0,,20190908 - 20190915,D10032
IDPs,2019-09-12,2019-09-15,Lahj,Al Qabbaytah,Al Qabbaytah_1,Al-Aqrouth,1,Al Hudaydah,Al Hali,ODOG,2019-09-12,Conflict,??? ?? ??????? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,1,0,0,,20190908 - 20190915,D10084
IDPs,2019-09-12,2019-09-15,Lahj,Al Qabbaytah,Al Qabbaytah_1,Al-Aqrouth,1,Aden,Khur Maksar,ODOG,2019-09-12,Conflict,???? ????? ??? ??????? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,1,0,0,,20190908 - 20190915,D10085
IDPs,2019-09-12,2019-09-15,Lahj,Yafa'a,Yafa'A_2,Al-Maghry,1,Abyan,Khanfir,ODOG,2019-09-12,Conflict,??? ?? ????,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,1,0,0,,20190908 - 20190915,D10086
IDPs,2019-09-12,2019-09-16,Taizz,Al Mudhaffar,Sinah,???????,1,Taizz,Maqbanah,ODSG,2019-09-12,Conflict,?????,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,20190908 - 20190915,D10113
IDPs,2019-09-12,2019-09-16,Taizz,Mawza,Aleawashiquh,Al-Areish,6,Lahj,Tuban,ODOG,2019-09-12,Conflict,???? ????? ????? ????? ????????? ???????? ?? ???,Rapid Onset Displacement,3. Food,0,0,0,0,0,6,0,0,0,0,0,,20190908 - 20190915,D10115
IDPs,2019-09-12,2019-09-16,Taizz,Maqbanah,Bani Sayf,Al-Amerah,1,Aden,Al Mansura,ODOG,2019-09-12,Conflict,??? ?? ???,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,1,0,0,,20190908 - 20190915,D10119
IDPs,2019-09-12,2019-09-16,Taizz,Maqbanah,Alyaman,Al-Mazanedah,2,Aden,Al Mansura,ODOG,2019-09-12,Conflict,??? ?? ???,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,2,0,0,,20190908 - 20190915,D10120
IDPs,2019-09-12,2019-09-16,Taizz,Maqbanah,Alakhlud,Al-Manbar,1,Aden,Al Mansura,ODOG,2019-09-12,Conflict,??? ?? ???,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,20190908 - 20190915,D10122
IDPs,2019-09-12,2019-09-16,Taizz,Maqbanah,Alhabibih,Al-Barh,2,Aden,Al Mansura,ODOG,2019-09-12,Conflict,??? ?? ???,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,1,0,0,,20190908 - 20190915,D10123
IDPs,2019-09-12,2019-09-16,Lahj,Tuban,Tuban_2,Al-Fiush,1,Al Hudaydah,Hays,ODOG,2019-09-12,Conflict,??? ?? ???????,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,1,0,0,0,0,,20190908 - 20190915,D10124
IDPs,2019-09-13,2019-09-16,Hadramaut,Sayun,Sayun_1,?? ??????,4,Al Hudaydah,As Salif,ODOG,2019-09-12,Other,?????,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,4,0,0,0,,20190908 - 20190915,D10127
IDPs,2019-09-13,2019-09-17,Amanat Al Asimah,Bani Al Harith,Suds Al Rawda,Hamzah,1,Al Hudaydah,Ad Durayhimi,ODOG,2019-09-12,Conflict,Conflict in Hodaideh,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-14,2019-09-15,Abyan,Mudiyah,Mudiyah_2,Al Hatem Cabran,2,Aden,Ash Shaikh Outhman,ODOG,2019-09-12,Conflict,??? ?? ??? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,2,0,0,,20190908 - 20190915,D10000
IDPs,2019-09-14,2019-09-15,Abyan,Sibah,Sibah_2,Thera Al-Nowrah,4,Aden,Ash Shaikh Outhman,ODOG,2019-09-12,Conflict,??? ?? ??? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,0,0,4,,20190908 - 20190915,D10001
IDPs,2019-09-14,2019-09-15,Abyan,Sibah,Sibah_2,Thera Al-Nowrah,6,Lahj,Tuban,ODOG,2019-09-12,Conflict,??? ?? ??? ,Other,3. Food,0,0,0,0,0,0,0,0,0,0,6,,20190908 - 20190915,D10002
IDPs,2019-09-14,2019-09-16,Hadramaut,Ash Shihr,Ash Shihr_1,Ash Shahr,6,Abyan,Zingibar,ODOG,2019-09-12,Conflict,?????,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,6,0,0,0,4,20190908 - 20190915,D10129
IDPs,2019-09-15,2019-09-17,Al Maharah,Al Ghaydah,Al Ghaydah_1,Al-Gheidhah,7,Al Hudaydah,Hays,ODOG,2019-09-12,Conflict,The house was shelled ,Rapid Onset Displacement,7. Access to income,0,0,0,0,0,0,0,0,3,4,0,,,
IDPs,2019-09-16,2019-09-17,Ibb,Mudhaykhirah,Alasheub,Al-Sharqi,1,Aden,Dar Sad,ODOG,2019-09-12,Conflict,?????? ????,Other,1. Drinking Water,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-17,2019-09-19,Amran,Khamir,Alzzahir,Al-Dhaher,2,Hajjah,Abs,ODOG,2019-09-12,Conflict,????? ???? ??????? ,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,2,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Ibb,Mudhaykhirah,Aljawalih,Al-Adouf,1,Al Dhale'e,Ad Dhale'e,ODOG,2019-09-12,Conflict,?????? ????????,Other,1. Drinking Water,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Ibb,Al Makhadir,Alssuhul,Al-Malhi,1,Hadramaut,Al Abr,ODOG,2019-09-12,Conflict,???? ?????????? ????????,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-11,2019-09-16,Amran,Amran,Eimran,Al-Shathnah,1,Al Hudaydah,Ad Dahi,ODOG,2019-09-13,Conflict,?????? ????????,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-11,2019-09-16,Amran,Amran,Eimran,Al-Dhabr,1,Hajjah,Hajjah,ODOG,2019-09-13,Conflict,????? ?? ???,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-11,2019-09-16,Amran,Amran,Eimran,Amran,1,Hajjah,Khayran Al Muharraq,ODOG,2019-09-13,Conflict,????? ?? ??? ,Rapid Onset Displacement,7. Access to income,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-13,2019-09-16,Hadramaut,Sayun,Sayun_1,Al-Ghorfah,3,Taizz,Jabal Habashy,ODOG,2019-09-13,Conflict,?????,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,3,0,0,0,,,
IDPs,2019-09-13,2019-09-16,Hadramaut,Sayun,Sayun_1,Al Fas Fort,2,Ibb,Al Udayn,ODOG,2019-09-13,Conflict,?????,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,2,0,0,0,,,
IDPs,2019-09-13,2019-09-17,Lahj,Tuban,Tuban_2,Qouz Amdareib,1,Al Hudaydah,Zabid,ODOG,2019-09-13,Conflict,??? ?? ???????,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,0,1,0,,,
IDPs,2019-09-13,2019-09-17,Amanat Al Asimah,Bani Al Harith,Suds Al Rawda,Aldefa' (Saref),1,Al Hudaydah,Al Hali,ODOG,2019-09-13,Conflict,Conflict in Hodiedah,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-17,2019-09-17,Amran,Al Qaflah,Zu Ghethan,Al-Abla'a,6,Hajjah,Kushar,ODOG,2019-09-13,Conflict,??? ???,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,6,0,0,0,0,0,,,
IDPs,2019-09-17,2019-09-17,Amran,Al Qaflah,Zu Ghethan,Al-Majadeah,13,Amran,Al Qaflah,SDSG,2019-09-13,Conflict,??? ?????,Other,7. Access to income,0,0,0,0,0,0,0,0,0,0,13,,,
IDPs,2019-09-17,2019-09-19,Amran,Amran,Eimran,Amran,7,Al Hudaydah,Al Hali,ODOG,2019-09-13,Conflict,????? ?? ???????,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,5,1,1,0,,,
IDPs,2019-09-18,2019-09-20,Taizz,Al Mudhaffar,Wadi Al Kadi,????? ????? ???????,2,Taizz,Shara'b Ar Rawnah,ODSG,2019-09-13,Conflict,????? ???? ?????? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,2,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Mawiyah,Qamaeirih,????????,1,Taizz,Al Ma'afer,ODSG,2019-09-13,Conflict,??? ?? ???,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,At Ta'iziyah,Alshshueabaniuh Aleulya,Maslacah,1,Aden,Ash Shaikh Outhman,ODOG,2019-09-13,Conflict,??? ?? ???,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,1,0,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,At Ta'iziyah,Alshshueabaniuh Alssufli,Al-Maleeh,1,Taizz,Al Mudhaffar,ODSG,2019-09-13,Conflict,??? ?? ???,Other,3. Food,0,0,0,0,1,0,0,0,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,At Ta'iziyah,Aljundayh Aleulya,Al-Majeedi,1,Aden,Khur Maksar,ODOG,2019-09-13,Conflict,??? ?? ???,Rapid Onset Displacement,3. Food,0,0,0,1,0,0,0,0,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,At Ta'iziyah,Al'Uemur,Al-Saken,1,Lahj,Al Maqatirah,ODOG,2019-09-13,Conflict,??? ?? ???,Other,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Hayfan,Alaebus,Al-Ram,1,Dhamar,Dhamar City,ODOG,2019-09-13,Conflict,??? ??? ?????? ?? ????? ???? ,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Ma'afer,Alssnnah,Al-Makasheh,34,Taizz,Ash Shamayatayn,ODSG,2019-09-13,Conflict,????????,Rapid Onset Displacement,3. Food,0,0,0,0,0,34,0,0,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Ma'afer,Alssnnah,Al-Makasheh,31,Taizz,Ash Shamayatayn,ODSG,2019-09-13,Conflict,????????,Rapid Onset Displacement,3. Food,0,0,0,0,0,31,0,0,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Ma'afer,Alkalayiba,Al-Ghafeerah,7,Aden,Ash Shaikh Outhman,ODOG,2019-09-13,Conflict,?????,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,7,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Mawasit,Bani Eabbas,Jahfeer,2,Aden,Craiter,ODOG,2019-09-13,Conflict,?????,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,2,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,As Silw,Alekishh,Al-Shareef,3,Aden,Al Mansura,ODOG,2019-09-13,Other,??????? ????? ?????,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,0,3,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Qahirah,Al Rawdah,?????? ????????,1,Taizz,Maqbanah,ODSG,2019-09-13,Conflict,??? ?? ??? ,Other,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Qahirah,Nejd Allah Akbar,??? ?????,2,Taizz,At Ta'iziyah,ODSG,2019-09-13,Conflict,??? ?? ??? ,Other,3. Food,0,0,0,0,0,0,0,2,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Qahirah,Hawd Al Ashraf,??? ??????? ??????,1,Hajjah,Haradh,ODOG,2019-09-13,Conflict,??? ?? ???,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Qahirah,Zaid Al Mushiki,??? ?????,1,Aden,Ash Shaikh Outhman,ODOG,2019-09-13,Conflict,??? ?? ??? ,Other,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Qahirah,Al Dhabwah,??????? ??????,1,Taizz,Maqbanah,ODSG,2019-09-13,Conflict,??? ?? ??? ,Other,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Jabal Habashy,Alqihaf,Al-Nawazel,3,Taizz,Jabal Habashy,SDSG,2019-09-13,Conflict,???? ???????? ???? ??????,Rapid Onset Displacement,8. Household Items (NFI),0,0,0,2,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Jabal Habashy,Bilad Alwafy,Qaheebah,1,Abyan,Zingibar,ODOG,2019-09-13,Conflict,????? ??????? ?? ???? ????? ?????? ???? ?????,Rapid Onset Displacement,8. Household Items (NFI),0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Jabal Habashy,Bilad Alwafy,Qaheebah,1,Ibb,As Sayyani,ODOG,2019-09-13,Conflict,??? ????? ???? ??????,Rapid Onset Displacement,8. Household Items (NFI),0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Jabal Habashy,Bani Bkary,Anm,1,Taizz,Al Wazi'iyah,ODSG,2019-09-13,Conflict,??? ??????? ??????? ?? ????????,Rapid Onset Displacement,8. Household Items (NFI),0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Wazi'iyah,Alzzarifuh,???? ??????,1,Aden,Dar Sad,ODOG,2019-09-13,Conflict,????? ??????? ?? ???? ????? ?????? ???? ?????,Rapid Onset Displacement,7. Access to income,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Dimnat Khadir,Khadir Albdw,Shateefah Sofli,1,Taizz,Al Misrakh,ODSG,2019-09-13,Conflict,??? ?? ??? ,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Dimnat Khadir,Khadir Albdw,Al-Deim,1,Aden,Al Mualla,ODOG,2019-09-13,Conflict,??? ?? ???,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Dimnat Khadir,Khadir Albdw,Al-Deim,1,Aden,Ash Shaikh Outhman,ODOG,2019-09-13,Conflict,??? ?? 4,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,0,0,0,1,,,
IDPs,2019-09-19,2019-09-19,Taizz,Dimnat Khadir,Khadir Albdw,Khadeer Al-Badw,1,Al Hudaydah,Al Hali,ODOG,2019-09-13,Conflict,??? ?? ??????? ,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Dimnat Khadir,Khadir Albdw,Khadeer Al-Badw,1,Aden,Al Mualla,ODOG,2019-09-13,Conflict,??? ?? ??? ,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Dimnat Khadir,Khadir Alssilmi,Wadi Al-Husein,2,Taizz,Salh,ODSG,2019-09-13,Conflict,??? ?? ??? ,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,0,2,0,0,,,
IDPs,2019-09-11,2019-09-16,Amran,Amran,Eimran,Amran,1,Taizz,Al Mawasit,ODOG,2019-09-14,Conflict,????? ?? ???,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-11,2019-09-16,Amran,Amran,Eimran,Amran,1,Hajjah,Hayran,ODOG,2019-09-14,Conflict,????? ?? ???,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-14,2019-09-16,Al Dhale'e,Damt,Alzzahiruh,Al-Sarah,1,Al Dhale'e,Qa'atabah,ODSG,2019-09-14,Conflict,??? ?? ?????? ????? ,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-14,2019-09-16,Al Dhale'e,Qa'atabah,Qaetabah,Qatabah,15,Al Dhale'e,Qa'atabah,SDSG,2019-09-14,Conflict,??? ?? ?????,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,9,0,6,0,,,
IDPs,2019-09-14,2019-09-16,Al Dhale'e,Qa'atabah,Qaetabah,Hamr Al-Sadah,6,Al Dhale'e,Qa'atabah,SDSG,2019-09-14,Conflict,??? ?? ?????,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,0,2,4,0,,,
IDPs,2019-09-14,2019-09-21,Sana'a,Bani Hushaysh,Dhaa Murammir,Shebam Al-Gharas,1,Al Hudaydah,Al Hawak,ODOG,2019-09-14,Conflict,???? ??????? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,0,1,0,,,
IDPs,2019-09-14,2019-09-15,Sana'a,Bani Hushaysh,Saewan,??? ???????,1,Al Hudaydah,Ad Durayhimi,ODOG,2019-09-14,Conflict,??? ????? ???????,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-14,2019-09-21,Sana'a,Bani Hushaysh,Sarf,Al-Malecah,2,Sana'a,Nihm,ODSG,2019-09-14,Other,??????? ?????????? ??????,Other,3. Food,0,0,0,0,0,0,0,1,0,1,0,,,
IDPs,2019-09-14,2019-09-21,Sana'a,Bani Hushaysh,Sarf,Al-Malecah,1,Hajjah,Haradh,ODOG,2019-09-14,Other,??? ????? ???,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-14,2019-09-21,Sana'a,Bani Hushaysh,Sarf,Al-Malecah,1,Al Hudaydah,Ad Durayhimi,ODOG,2019-09-14,Conflict,??? ???????,Rapid Onset Displacement,7. Access to income,0,0,0,0,0,0,0,0,0,1,0,,,
IDPs,2019-09-14,2019-09-21,Sana'a,Bani Hushaysh,Sarf,Al-Malecah,1,Al Hudaydah,Bajil,ODOG,2019-09-14,Other,????? ???????,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-14,2019-09-21,Sana'a,Bani Hushaysh,Sarf,Al-Malecah,1,Sana'a,Nihm,ODSG,2019-09-14,Other,??? ??????? ????????,Other,5. Shelter/Housing,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-16,2019-09-16,Abyan,Mudiyah,Mudiyah_2,Saken Ambeer,1,Aden,Ash Shaikh Outhman,ODOG,2019-09-14,Conflict,??? ?? ??? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-16,2019-09-16,Abyan,Mudiyah,Mudiyah_2,Saken Ambeer,1,Aden,Al Mansura,ODOG,2019-09-14,Conflict,??? ?? ??? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,1,0,0,,,
IDPs,2019-09-16,2019-09-21,Sana'a,Bani Hushaysh,Saewan,??? ???????,2,Al Hudaydah,Al Hali,ODOG,2019-09-14,Conflict,??? ????? ??????? ,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,1,0,,,
IDPs,2019-09-16,2019-09-21,Sana'a,Bani Hushaysh,Saewan,Al-Oshah,1,Al Hudaydah,Al Hawak,ODOG,2019-09-14,Conflict,???? ??????? ,Rapid Onset Displacement,3. Food,0,0,0,1,0,0,0,0,0,0,0,,,
IDPs,2019-09-16,2019-09-21,Sana'a,Bani Hushaysh,Saewan,Al-Oshah,1,Taizz,Salh,ODOG,2019-09-14,Conflict,?????? ?????,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,0,0,1,0,,,
IDPs,2019-09-17,2019-09-17,Amran,Al Qaflah,Zu Ghethan,Al-Afrah,8,Al Hudaydah,Bajil,ODOG,2019-09-14,Conflict,??? ???????,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,8,0,0,0,0,0,,,
IDPs,2019-09-17,2019-09-19,Amran,Amran,Eimran,Amran,1,Al Hudaydah,Zabid,ODOG,2019-09-14,Conflict,????? ?? ???????,Rapid Onset Displacement,7. Access to income,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-17,2019-09-19,Amran,Amran,Eimran,Amran,1,Al Hudaydah,Al Mina,ODOG,2019-09-14,Conflict,????? ?? ???????,Rapid Onset Displacement,12. Financial support,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-17,2019-09-21,Sana'a,Bani Hushaysh,Sarf,Al-Malecah,1,Al Hudaydah,Az Zaydiyah,ODOG,2019-09-14,Conflict,???? ???????,Rapid Onset Displacement,5. Shelter/Housing,0,0,0,0,0,0,0,0,0,1,0,,,
IDPs,2019-09-17,2019-09-21,Sana'a,Bani Hushaysh,Sarf,Al-Malecah,1,Al Jawf,Rajuzah,ODOG,2019-09-14,Other,??? ??????? ???????? ,Other,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-17,2019-09-21,Sana'a,Bani Hushaysh,Sarf,Al-Malecah,2,Marib,Harib Al Qaramish,ODOG,2019-09-14,Other,?????? ????????,Other,5. Shelter/Housing,0,0,0,0,0,0,0,1,0,1,0,,,
IDPs,2019-09-17,2019-09-21,Sana'a,Bani Hushaysh,Sarf,Al-Malecah,1,Hajjah,Abs,ODOG,2019-09-14,Other,????? ??????? ,Other,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-18,2019-09-20,Taizz,Al Mudhaffar,Al Hasab,?????,1,Al Hudaydah,Al Hali,ODOG,2019-09-14,Conflict,?????,Rapid Onset Displacement,8. Household Items (NFI),0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-18,2019-09-20,Taizz,Al Mudhaffar,Wadi Al Kadi,??????? ??????,1,Taizz,Al Ma'afer,ODSG,2019-09-14,Conflict,?????? ?????? ??????,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,1,0,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,Al Mawasit,Bani Yusif,Bardad,2,Taizz,At Ta'iziyah,ODSG,2019-09-14,Conflict,?????,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,2,0,0,,,
IDPs,2019-09-19,2019-09-19,Taizz,As Silw,Alwadr,Al-Ajraf,2,Al Hudaydah,Al Hali,ODOG,2019-09-14,Conflict,???,Rapid Onset Displacement,3. Food,0,0,0,0,0,0,0,0,0,0,2,,,
